INDEX,rank display,institution,location code,size,research,focus,status,ar score,ar rank,er score,er rank,fsr score,fsr rank,cpf score,cpf rank,ger score,ger rank,ifr score,ifr rank,irn score,irn rank,isr score,isr rank,SUS SCORE,SUS RANK,Overall Score
1280,1201-1400,Pukyong National University,KR,L,VH,CO,A,5.7,601+,3.1,601+,12.7,701+,7,701+,1.6,701+,6.2,701+,32.3,701+,7.1,701+,28.4,456=,
1281,1201-1400,Rikkyo University,JP,L,HI,FO,C,4,601+,9.6,601+,8.2,701+,2.1,701+,5.8,701+,23.7,552,13.7,701+,5.6,701+,1.2,701+,
1282,1201-1400,Saitama University,JP,M,VH,CO,A,4.9,601+,1.6,601+,11.5,701+,6.8,701+,1.8,701+,9.7,701+,18.1,701+,4.9,701+,1.1,701+,
1283,1201-1400,Saken Seifullin Kazakh Agrotechnical University,KZ,M,HI,FO,B,9.7,601+,9.3,601+,27.8,550,1.2,701+,3.4,701+,10.1,701+,2.6,701+,4.2,701+,2,701+,
1284,1201-1400,San Francisco State University,US,L,HI,CO,,4.5,601+,3.1,601+,5.7,701+,4,701+,7.6,701+,3.4,701+,35.6,701+,5,701+,1.7,701+,
1285,1201-1400,Sathyabama Institute of Science and Technology (deemed to be university),IN,L,VH,CO,B,6.8,601+,3.7,601+,24.8,596,4.3,701+,1.9,701+,5.3,701+,17,701+,3.5,701+,3.1,701+,
1286,1201-1400,Seattle University,US,M,HI,CO,B,5.4,601+,6.4,601+,32.2,490,2.1,701+,10.1,701+,1.5,701+,6.3,701+,13.2,656,2.4,701+,
1287,1201-1400,Seoul National University of Science and Technology,KR,M,VH,FO,A,6.4,601+,3.6,601+,12.8,701+,10.3,701+,1.9,701+,9.6,701+,12.4,701+,11.9,683,9.8,672=,
1288,1201-1400,Shahjalal University of Science and Technology,BD,M,VH,FO,,7.6,601+,11.8,601+,11.8,701+,5.3,701+,3.9,701+,,,12.8,701+,,,1,701+,
1289,1201-1400,Shanghai International Studies University,CN,L,VH,SP,A,4.9,601+,2.9,601+,16.7,701+,1.8,701+,5.2,701+,26.9,518,5.4,701+,27.3,454,1,701+,
1290,1201-1400,Shanghai University of Finance and Economics,CN,L,VH,FO,A,4.5,601+,5.2,601+,8.9,701+,3.5,701+,42.6,304,15.5,662,14.9,701+,2.1,701+,1.4,701+,
1291,1201-1400,Siksha 'O' Anusandhan (Deemed to be University),IN,M,VH,FO,B,7.5,601+,3.6,601+,34.3,461,5.3,701+,1.9,701+,2.2,701+,23.7,701+,2.2,701+,1,701+,
1292,1201-1400,Sookmyung Women's University,KR,M,HI,CO,C,4.4,601+,5.6,601+,29,536,3.4,701+,1.8,701+,4,701+,4.8,701+,2.2,701+,2.6,701+,
1293,1201-1400,Suez Canal University,EG,XL,HI,FC,A,4.1,601+,2.6,601+,13.1,701+,2.3,701+,2.4,701+,2.1,701+,48.9,701+,1.8,701+,8.3,700=,
1294,1201-1400,Suleyman Demirel University,TR,XL,MD,FC,A,7.1,601+,5.3,601+,3.9,701+,2.4,701+,2,701+,1.7,701+,27.3,701+,4.6,701+,1,701+,
1295,1201-1400,"Suleyman Demirel University, Kazakhstan",KZ,M,MD,FO,B,9,601+,11,601+,4.1,701+,1.3,701+,3.3,701+,6.2,701+,5.7,701+,2,701+,,,
1296,1201-1400,Suranaree University of Technology,TH,L,HI,FC,A,6.4,601+,2.8,601+,3.7,701+,9.6,701+,2.7,701+,5.8,701+,30,701+,1.6,701+,1.3,701+,
1297,1201-1400,Tamkang University,TW,L,VH,FO,C,5.7,601+,4.9,601+,4,701+,5,701+,29.2,425,6,701+,14.2,701+,7.4,701+,10.1,661=,
1298,1201-1400,Tanta University,EG,XL,HI,FC,A,6.9,601+,5.5,601+,4.5,701+,2.2,701+,4.3,701+,1.5,701+,65.2,553,1.5,701+,3.1,701+,
1299,1201-1400,Technical University of Cluj-Napoca,RO,L,VH,SP,A,4.6,601+,7.1,601+,7.6,701+,3.9,701+,3.8,701+,2.1,701+,38.1,701+,2.7,701+,2.1,701+,
1300,1201-1400,Technical University of Liberec,CZ,M,VH,SP,A,3.9,601+,2.2,601+,37.6,425,4.6,701+,1.7,701+,11.2,701+,25.5,701+,8.7,701+,1,701+,
1301,1201-1400,Technical University of Lublin,PL,M,VH,FO,A,5.8,601+,2.1,601+,18.4,701+,3.7,701+,3.1,701+,,,12.9,701+,10.2,701+,1,701+,
1302,1201-1400,Technische Universität Kaiserslautern,DE,L,VH,CO,,6.3,601+,2.4,601+,17,701+,4.6,701+,2.2,701+,,,56.4,672,,,1.1,701+,
1303,1201-1400,"The ""Gheorghe Asachi"" Technical University of Iasi",RO,L,VH,SP,A,5.3,601+,9.7,601+,2.4,701+,6,701+,4,701+,,,34.1,701+,4.6,701+,1,701+,
1304,1201-1400,The Herzen State Pedagogical University of Russia,RU,L,HI,FO,A,3.8,601+,2,601+,20.1,670,1.2,701+,5.5,701+,1.4,701+,12.7,701+,41.1,348,1,701+,
1305,1201-1400,The Josip Juraj Strossmayer University of Osijek,HR,L,HI,CO,A,4.3,601+,2,601+,28.6,540,3.1,701+,11.2,701+,,,54,701+,,,1,701+,
1306,1201-1400,"The National Research University ""Belgorod State University""",RU,L,HI,FC,A,3.5,601+,1.3,601+,15.6,701+,1.9,701+,2,701+,2.2,701+,21.4,701+,49.8,295,1,701+,
1307,1201-1400,Tokai University,JP,L,HI,FC,B,10.5,601+,5.8,601+,13.6,701+,2.8,701+,1.8,701+,5.6,701+,24.5,701+,2.9,701+,1.3,701+,
1308,1201-1400,Tomas Bata University in Zlin,CZ,M,VH,CO,A,4.5,601+,8.4,601+,9.3,701+,5.5,701+,4,701+,23.6,553,25.8,701+,18.8,568,1.1,701+,
1309,1201-1400,Toraighyrov University,KZ,M,HI,FO,A,8.5,601+,4.8,601+,17.8,701+,1.2,701+,3.3,701+,6.8,701+,3.9,701+,3.1,701+,1,701+,
1310,1201-1400,Transilvania University of Brasov,RO,L,HI,FC,A,6.4,601+,5.5,601+,5.1,701+,3.7,701+,4,701+,5.4,701+,48.1,701+,2.1,701+,1,701+,
1311,1201-1400,Tunghai University,TW,L,HI,CO,C,6.5,601+,5.4,601+,4.6,701+,5.4,701+,13.8,698,8.4,701+,24.4,701+,8.8,701+,7.9,701+,
1312,1201-1400,Universidad Autónoma de Guadalajara (UAG),MX,M,MD,FC,C,6.5,601+,3.8,601+,19.6,684,1.1,701+,2,701+,37.9,426,2.1,701+,23,502,,,
1313,1201-1400,Universidad Autónoma del Estado de Hidalgo (UAEH),MX,XL,MD,FC,A,3.2,601+,6,601+,45.2,342,1.4,701+,2.1,701+,2,701+,8.3,701+,1.6,701+,5.8,701+,
1314,1201-1400,Universidad Católica del Norte,CL,M,HI,FC,B,4.5,601+,2.3,601+,6.7,701+,5.9,701+,2,701+,13.5,694,46.2,701+,3.8,701+,8.5,696=,
1315,1201-1400,Universidad Central del Ecuador,EC,L,MD,FC,A,8.1,601+,3.6,601+,11.3,701+,1.2,701+,20.9,548,,,10.1,701+,,,1,701+,
1316,1201-1400,Universidad Industrial de Santander - UIS,CO,L,MD,FC,A,9.7,601+,14.8,564,4.6,701+,2.1,701+,9,701+,4.1,701+,12.4,701+,1.4,701+,1.3,701+,
1317,1201-1400,Universidad La Salle (ULSA),MX,M,MD,FC,C,4.5,601+,15,559,22.3,630,1.1,701+,4.8,701+,2.2,701+,1,701+,1.6,701+,1,701+,
1318,1201-1400,Universidad Latinoamericana de Ciencia y Tecnología Costa Rica (ULACIT),CR,S,LO,CO,B,7.5,601+,8.8,601+,31.5,503,1,701+,5.5,701+,8.5,701+,1,701+,9.1,701+,,,
1319,1201-1400,Universidad Mayor de San Andrés (UMSA),BO,XL,LO,FC,A,6.3,601+,2.8,601+,1.2,701+,1.6,701+,49.6,257,6.4,701+,15.1,701+,1,701+,1,701+,
1320,1201-1400,Universidad Metropolitana,VE,M,LO,CO,B,7.6,601+,15.1,555,4.4,701+,1.1,701+,25.9,456,4.4,701+,1.1,701+,1.6,701+,,,
1321,1201-1400,Universidad Nacional Agraria la Molina,PE,M,HI,FO,A,7,601+,6.4,601+,12.4,701+,1.6,701+,6.7,701+,1.3,701+,9.4,701+,1.7,701+,1.5,701+,
1322,1201-1400,Universidad Nacional Autónoma de Honduras (UNAH),HN,XL,LO,FC,A,5.1,601+,4,601+,3.3,701+,1,701+,61.8,195,1.8,701+,18.5,701+,,,1,701+,
1323,1201-1400,Universidad Nacional de Ingeniería Peru,PE,M,HI,FO,,7.4,601+,27.2,354,9.1,701+,1.5,701+,19.1,579,,,5.6,701+,,,1,701+,
1324,1201-1400,Universidad Nacional de Mar del Plata,AR,L,HI,CO,A,8.6,601+,2.8,601+,4.9,701+,3.5,701+,1.2,701+,,,28.5,701+,,,1.2,701+,
1325,1201-1400,Universidad Nacional de Río Cuarto - UNRC,AR,L,MD,CO,A,4.1,601+,1.6,601+,33.2,477,1.4,701+,1.3,701+,,,10.7,701+,,,1,701+,
1326,1201-1400,Universidad Nacional de San Martín (UNSAM),AR,L,HI,CO,A,11.3,601+,2.7,601+,6.2,701+,2.2,701+,1.2,701+,1.6,701+,24.5,701+,3.7,701+,1.1,701+,
1327,1201-1400,Universidad Nacional del Litoral,AR,XL,HI,CO,A,12.7,601+,5.7,601+,2.2,701+,2.5,701+,3.7,701+,5,701+,24.5,701+,1.2,701+,5.1,701+,
1328,1201-1400,Universidad Nacional del Sur,AR,L,HI,FC,A,6.7,601+,2,601+,17.8,701+,1.7,701+,2.9,701+,,,27.2,701+,,,1.2,701+,
1329,1201-1400,"Universidad Nacional, Costa Rica",CR,L,MD,CO,A,10.2,601+,10.5,601+,12.1,701+,1.5,701+,4.7,701+,9.7,701+,17.2,701+,2.3,701+,1,701+,
1330,1201-1400,Universidad Peruana de Ciencias Aplicadas,PE,XL,HI,FO,B,11.3,601+,22.6,415,3,701+,1.1,701+,3.9,701+,13.6,693,8,701+,1.5,701+,1.1,701+,
1331,1201-1400,Universidad de Las Américas (UDLA) Ecuador,EC,L,MD,CO,B,8.3,601+,3.8,601+,13.3,701+,1.7,701+,4.9,701+,19.2,612,15.7,701+,2.5,701+,1,701+,
1332,1201-1400,Universidad de Monterrey (UDEM),MX,M,HI,FO,B,12.5,601+,13,601+,7.5,701+,1.5,701+,4.8,701+,13.7,691,4.4,701+,3.7,701+,1.3,701+,
1333,1201-1400,Universidad de Oriente Santiago de Cuba,CU,L,MD,FO,A,8.4,601+,5.2,601+,29.8,524,1.1,701+,5,701+,,,7.3,701+,,,1,701+,
1334,1201-1400,Universidad de Panama,PA,XL,MD,FO,A,6.6,601+,5.5,601+,2.9,701+,1.1,701+,49.1,262,4.6,701+,9,701+,2.7,701+,1,701+,
1335,1201-1400,Universidad de Piura,PE,M,HI,FO,B,7.5,601+,10.7,601+,5,701+,1.2,701+,12.5,701+,5.7,701+,3.3,701+,1.1,701+,1,701+,
1336,1201-1400,Universidad de San Carlos de Guatemala - USAC,GT,XL,LO,FC,A,10.2,601+,3.9,601+,4.7,701+,1,701+,56,221,,,9.4,701+,,,1,701+,
1337,1201-1400,Universidad de Tarapaca,CL,M,VH,FO,A,3.5,601+,1.6,601+,2.4,701+,9.8,701+,2.1,701+,,,41.7,701+,,,1,701+,
1338,1201-1400,Universidad de Valparaíso (UV),CL,L,HI,FC,A,10.9,601+,4,601+,8.5,701+,2.9,701+,2.2,701+,6.3,701+,39.7,701+,1.8,701+,4,701+,
1339,1201-1400,Universidad del Bío-Bío,CL,M,VH,FO,A,8,601+,3,601+,3.2,701+,4,701+,2,701+,8.7,701+,30.3,701+,1.4,701+,1,701+,
1340,1201-1400,Universidad del Desarrollo (UDD),CL,L,HI,CO,B,7.2,601+,8.6,601+,11.7,701+,2.3,701+,4.9,701+,7.3,701+,14.7,701+,2,701+,5.1,701+,
1341,1201-1400,Universidad del Salvador,AR,M,MD,FC,B,3.7,601+,5.8,601+,19.9,676,1,701+,16.2,633,4.9,701+,1.2,701+,7.4,701+,,,
1342,1201-1400,Universidad del Zulia,VE,M,MD,FC,A,10.1,601+,5.8,601+,4.1,701+,2.1,701+,5.6,701+,,,13.4,701+,,,1,701+,
1343,1201-1400,Universidade Federal da Bahia,BR,XL,HI,FC,A,9,601+,2.7,601+,8.5,701+,3.1,701+,12.4,701+,5.1,701+,48.8,701+,1.4,701+,2.5,701+,
1344,1201-1400,Universidade Federal de Juiz de Fora- (UFJF),BR,L,VH,CO,A,3.8,601+,2,601+,30.3,517,2.8,701+,1.3,701+,,,35.2,701+,,,1,701+,
1345,1201-1400,Universidade Federal de Pelotas,BR,L,VH,CO,A,4.7,601+,1.3,601+,26,571,4.7,701+,1.3,701+,,,21.7,701+,1.3,701+,1.3,701+,
1346,1201-1400,Universidade Federal de Santa Maria,BR,L,HI,FC,A,6.4,601+,1.5,601+,17.5,701+,5.2,701+,6.3,701+,2.5,701+,37.9,701+,1.4,701+,11.5,632=,
1347,1201-1400,Universidade Federal de Viçosa (UFV),BR,L,HI,FC,A,5.1,601+,2.4,601+,10.9,701+,7.8,701+,3.8,701+,2.4,701+,20.2,701+,1.9,701+,1.3,701+,
1348,1201-1400,Universidade Federal do Ceará (UFC),BR,XL,HI,FC,A,7.4,601+,2.8,601+,6.3,701+,5.3,701+,3.7,701+,1.3,701+,43.4,701+,1.2,701+,2,701+,
1349,1201-1400,Universidade Federal do Rio Grande Do Norte,BR,XL,HI,FC,A,5.2,601+,1.2,601+,9.5,701+,3.4,701+,1.3,701+,,,45,701+,,,1.4,701+,
1350,1201-1400,Universidade Presbiteriana Mackenzie,BR,M,HI,CO,B,3.5,601+,8.7,601+,12.3,701+,2.1,701+,48.3,265,2.4,701+,12.5,701+,1.1,701+,1,701+,
1351,1201-1400,Universidade do Estado do Rio de Janeiro (UERJ),BR,XL,HI,FC,A,9.5,601+,5.1,601+,17.4,701+,2.5,701+,18.2,598,3.5,701+,35.7,701+,1.2,701+,1.3,701+,
1352,1201-1400,Universitas Islam Indonesia,ID,L,HI,CO,B,11.2,601+,4.9,601+,2,701+,1.8,701+,3.9,701+,2.2,701+,10.7,701+,1.2,701+,1.3,701+,
1353,1201-1400,Universitas Muhammadiyah Yogyakarta,ID,L,HI,FO,B,6.6,601+,2.8,601+,3.2,701+,1.4,701+,2.3,701+,57.9,331,7.9,701+,1.9,701+,1.2,701+,
1354,1201-1400,Universitas Pendidikan Indonesia,ID,XL,VH,FO,A,10.9,601+,4.1,601+,12,701+,1.4,701+,2.3,701+,13.2,701+,13.1,701+,1.6,701+,3.3,701+,
1355,1201-1400,Universitas Sumatera Utara,ID,XL,HI,FC,A,8.8,601+,8,601+,24.9,595,1.3,701+,5.5,701+,12.6,701+,18.3,701+,2.5,701+,4.6,701+,
1356,1201-1400,Universitatea de Vest din Timisoara / West University of Timisoara,RO,L,HI,FO,A,9.2,601+,9.7,601+,4.7,701+,2.8,701+,23.5,481,1.6,701+,27.5,701+,6.7,701+,2.7,701+,
1357,1201-1400,Universiti Kuala Lumpur (UniKL),MY,L,HI,FC,C,6,601+,5.3,601+,32.7,483,2.2,701+,3.9,701+,7.4,701+,17.3,701+,3.9,701+,1,701+,
1358,1201-1400,Universiti Malaysia Perlis,MY,M,VH,FO,A,7.8,601+,5.1,601+,19.2,694,6.7,701+,3.9,701+,1.8,701+,31.1,701+,3.5,701+,2.8,701+,
1359,1201-1400,Universiti Teknikal Malaysia Melaka,MY,M,VH,SP,A,6.3,601+,5.7,601+,10.6,701+,5.8,701+,3.9,701+,3.9,701+,18.9,701+,4.8,701+,2.5,701+,
1360,1201-1400,University POLITEHNICA of Bucharest,RO,L,VH,FO,A,5.2,601+,12.7,601+,3.4,701+,6.9,701+,3.9,701+,1.4,701+,61.8,605,2.6,701+,1,701+,
1361,1201-1400,University of Babylon,IQ,L,HI,FC,A,4.6,601+,9.8,601+,14.5,701+,2,701+,4.3,701+,1.1,701+,29.9,701+,1,701+,1.2,701+,
1362,1201-1400,University of Basrah,IQ,XL,HI,FC,A,5.5,601+,9.3,601+,18.4,701+,1.4,701+,10,701+,1.3,701+,33.7,701+,1.1,701+,1,701+,
1363,1201-1400,University of Bialystok,PL,M,VH,FO,A,5.4,601+,2.7,601+,24,609,2.6,701+,3.1,701+,,,28.6,701+,4.7,701+,1,701+,
1364,1201-1400,University of International Business and Economics,CN,L,HI,FO,A,3.7,601+,2.3,601+,9.7,701+,3,701+,14,692,7,701+,5.3,701+,30.3,425,1.1,701+,
1365,1201-1400,University of Kragujevac,RS,L,VH,FO,A,3.9,601+,3,601+,8.5,701+,3.7,701+,9.3,701+,1,701+,44.1,701+,1.1,701+,1,701+,
1366,1201-1400,University of Kufa,IQ,L,HI,FC,A,4.4,601+,12.8,601+,29,535,1.4,701+,4.2,701+,4.4,701+,16.4,701+,1.1,701+,1,701+,
1367,1201-1400,University of Memphis,US,L,VH,CO,A,3.1,601+,2.5,601+,12.1,701+,8,701+,7.6,701+,2.2,701+,39.4,701+,8.3,701+,2.1,701+,
1368,1201-1400,University of Miskolc,HU,M,VH,FO,B,6.6,601+,5.7,601+,18.6,701+,2.4,701+,13,701+,3.1,701+,19.2,701+,3.8,701+,1,701+,
1369,1201-1400,University of Missouri Saint Louis,US,M,VH,SP,A,4.2,601+,4.2,601+,12.3,701+,10.5,701+,7.7,701+,3.4,701+,9.8,701+,3.1,701+,1,701+,
1370,1201-1400,University of Niš,RS,L,HI,FC,A,5,601+,5.5,601+,12.5,701+,2.4,701+,4,701+,,,49,701+,5.7,701+,1,701+,
1371,1201-1400,University of North Carolina at Greensboro,US,L,HI,CO,A,2.6,601+,2.4,601+,8.9,701+,10.1,701+,1.5,701+,5.9,701+,50.7,701+,3.4,701+,1.6,701+,
1372,1201-1400,University of Ostrava,CZ,M,HI,FC,A,6.3,601+,1.1,601+,15.6,701+,3.6,701+,2.9,701+,27.7,509,27,701+,16.6,592,1,701+,
1373,1201-1400,University of Pannonia,HU,S,VH,FO,A,4.2,601+,4,601+,22,637,8.5,701+,4,701+,3.3,701+,44.7,701+,8.3,701+,1,701+,
1374,1201-1400,University of Pardubice,CZ,M,VH,FO,A,4.5,601+,2.3,601+,44.5,348,3.1,701+,1.7,701+,9.7,701+,18.7,701+,8.8,701+,1,701+,
1375,1201-1400,University of Peradeniya,LK,L,HI,CO,A,9,601+,11.6,601+,12,701+,2,701+,10.9,701+,1,701+,22.7,701+,1.3,701+,5.8,701+,
1376,1201-1400,University of Primorska,SI,M,HI,CO,A,3.7,601+,2.5,601+,8.9,701+,4.1,701+,4.2,701+,25,534,46.3,701+,26.4,459,1,701+,
1377,1201-1400,Rajshahi University,BD,L,HI,CO,,10.4,601+,9.8,601+,3.9,701+,3,701+,3.7,701+,1,701+,16.4,701+,1.1,701+,1.1,701+,
1378,1201-1400,University of Rijeka,HR,L,HI,CO,A,6.1,601+,4.3,601+,13.8,701+,4.3,701+,12,701+,2.5,701+,45.8,701+,1.8,701+,2.9,701+,
1379,1201-1400,University of Rzeszów,PL,L,HI,FC,A,5.2,601+,1.8,601+,15.1,701+,2.7,701+,3,701+,,,28.3,701+,1.7,701+,1,701+,
1380,1201-1400,University of San Diego,US,M,HI,CO,B,6.2,601+,7,601+,25.5,581,2.7,701+,12.2,701+,3.1,701+,5.5,701+,6.8,701+,1,701+,
1381,1201-1400,University of San Francisco,US,M,HI,CO,B,5.9,601+,4.4,601+,18.7,701+,3.6,701+,29.5,422,2.3,701+,6,701+,20.2,534,1.2,701+,
1382,1201-1400,University of Silesia in Katowice,PL,L,VH,CO,A,5.4,601+,4.2,601+,20.3,664,3.1,701+,7.4,701+,3.5,701+,52.5,701+,3.9,701+,2.4,701+,
1383,1201-1400,University of South Alabama (USA),US,M,VH,CO,A,4.7,601+,5.9,601+,19,700,6.1,701+,2.3,701+,,,13.6,701+,2.1,701+,1.2,701+,
1384,1201-1400,University of Split,HR,L,HI,FC,A,6.3,601+,4,601+,5,701+,4.2,701+,12.3,701+,1.4,701+,47.5,701+,2,701+,4.5,701+,
1385,1201-1400,University of Sri Jayewardenepura,LK,L,HI,CO,A,6,601+,10.4,601+,4.5,701+,3.3,701+,11,701+,,,14.1,701+,1,701+,1,701+,
1386,1201-1400,University of Tyumen,RU,M,VH,FO,A,3.6,601+,2.1,601+,37.1,432,1.6,701+,4.5,701+,4.5,701+,27,701+,13.8,645,1.3,701+,
1387,1201-1400,University of West Bohemia,CZ,M,VH,FO,A,5.6,601+,2.1,601+,10.9,701+,3.8,701+,5.2,701+,,,37.2,701+,,,1,701+,
1388,1201-1400,University of Wisconsin Milwaukee,US,L,VH,FO,A,7.6,601+,2.4,601+,9.7,701+,9.8,701+,6.8,701+,5.7,701+,39.5,701+,5.1,701+,4.5,701+,
1389,1201-1400,University of the Pacific,US,M,HI,CO,B,2.2,601+,3.5,601+,31.9,495,3,701+,8.1,701+,3.2,701+,7.6,701+,12,680,1,701+,
1390,1201-1400,Università degli studi di Bergamo,IT,L,VH,FO,A,5.7,601+,2.4,601+,1.9,701+,6.5,701+,4.3,701+,4.3,701+,27.8,701+,6.7,701+,1.2,701+,
1391,1201-1400,Université Jean Moulin Lyon 3,FR,L,VH,SP,A,8.8,601+,5.2,601+,1.8,701+,2.3,701+,4.4,701+,18.7,615,8.5,701+,30.2,427,1,701+,
1392,1201-1400,Université de Limoges,FR,M,VH,SP,,6.6,601+,2.3,601+,17.2,701+,5.5,701+,2.9,701+,,,58.8,646,,,1.1,701+,
1393,1201-1400,Vancouver Island University,CA,L,MD,FO,,4.5,601+,3.7,601+,48.8,319,1.1,701+,1.5,701+,,,2.6,701+,,,1,701+,
1394,1201-1400,Voronezh State University,RU,L,HI,CO,A,5.4,601+,2.7,601+,21.8,641,1.3,701+,3,701+,3,701+,12.1,701+,21.4,523,1,701+,
1395,1201-1400,Western Michigan University,US,L,HI,FC,A,4.9,601+,4.9,601+,10,701+,5.8,701+,16.5,625,21.4,580,33.3,701+,10.6,701+,1.6,701+,
1396,1201-1400,Yamaguchi University,JP,M,HI,FC,A,3.9,601+,1.8,601+,41.8,370,4.2,701+,1.8,701+,6.7,701+,18.7,701+,2.5,701+,1,701+,
1397,1201-1400,Yogyakarta State University,ID,L,VH,FO,A,11.7,601+,3.3,601+,8.7,701+,1.4,701+,2.3,701+,13.5,695,8.6,701+,1.7,701+,1,701+,
1398,1201-1400,Youngsan University,KR,M,MD,FO,C,4,601+,10,601+,19.3,689,1.3,701+,1.9,701+,2.5,701+,2,701+,9.9,701+,1,701+,
1399,1201-1400,Yuan Ze University,TW,M,VH,FO,C,5.5,601+,5.6,601+,8.7,701+,9,701+,2,701+,12.2,701+,12.4,701+,11.7,686,2.4,701+,
1400,1201-1400,Zagazig University,EG,XL,HI,FC,A,7.7,601+,4.9,601+,3,701+,2.6,701+,3.7,701+,1.1,701+,67.7,513,2.5,701+,5.3,701+,
1401,1201-1400,Óbuda University,HU,M,VH,FO,A,5.5,601+,4.9,601+,2.5,701+,7.8,701+,3.8,701+,17.9,629,29.1,701+,7.6,701+,1,701+,
1402,1401+,Akdeniz Üniversitesi,TR,XL,VH,FO,A,5.7,601+,4.8,601+,3.5,701+,3,701+,2,701+,1.2,701+,33.7,701+,1.1,701+,1,701+,
1403,1401+,California Polytechnic State University,US,L,HI,CO,A,3.6,601+,9.1,601+,6.7,701+,3,701+,8.7,701+,,,25.5,701+,,,1.3,701+,
1404,1401+,California State University - Los Angeles,US,L,HI,CO,A,5.2,601+,3.3,601+,3.8,701+,2.9,701+,5.5,701+,3.6,701+,14.9,701+,2.3,701+,1,701+,
1405,1401+,"California State University, Long Beach",US,XL,HI,CO,A,3.7,601+,4.1,601+,4.8,701+,2.9,701+,1.7,701+,2.6,701+,16.4,701+,3.4,701+,1,701+,
1406,1401+, Don State Technical University,RU,L,VH,CO,A,3.5,601+,3.5,601+,12.8,701+,1.4,701+,1.9,701+,1.6,701+,11.4,701+,14.9,626,1,701+,
1407,1401+,East West University,BD,L,MD,FO,B,6.8,601+,12.8,601+,2.8,701+,2.4,701+,3.9,701+,1.4,701+,7.4,701+,1,701+,1.1,701+,
1408,1401+,Fundación Universidad De Bogotá-Jorge Tadeo Lozano,CO,M,MD,CO,C,5.2,601+,3.3,601+,10.2,701+,1.7,701+,12.1,701+,3.2,701+,5.9,701+,1.2,701+,1,701+,
1409,1401+,Humboldt State University,US,M,HI,CO,A,3,601+,2.5,601+,9.7,701+,3.7,701+,3.1,701+,2.9,701+,9.9,701+,1.2,701+,1,701+,
1410,1401+,Illinois State University,US,L,HI,CO,,3.4,601+,2.8,601+,5.6,701+,4.1,701+,7.6,701+,4.7,701+,20,701+,3.1,701+,1.1,701+,
1411,1401+,"Indian Institute of Information Technology, Allahabad",IN,S,VH,FO,A,4.1,601+,4.4,601+,2,701+,10.7,701+,2.1,701+,,,2.6,701+,2.1,701+,1,701+,
1412,1401+,Indiana State University,US,M,HI,CO,A,6.2,601+,4.4,601+,8.5,701+,3,701+,6.8,701+,1.7,701+,4.2,701+,2.2,701+,1,701+,
1413,1401+,International University of Business Agriculture and Technology,BD,M,HI,FO,B,6.6,601+,4.1,601+,2.6,701+,2.3,701+,3.8,701+,1.4,701+,8.6,701+,1.3,701+,1,701+,
1414,1401+,Irkutsk State University,RU,L,HI,CO,A,3.3,601+,1.8,601+,14.1,701+,1.3,701+,5.2,701+,1.9,701+,26.4,701+,3.8,701+,1.2,701+,
1415,1401+,Korkyt Ata Kyzylorda University,KZ,M,MD,FO,A,7,601+,7.9,601+,5.7,701+,1,701+,3.3,701+,3.4,701+,1,701+,1.2,701+,1.1,701+,
1416,1401+,Kwansei Gakuin University,JP,L,HI,CO,B,4.1,601+,5.1,601+,5,701+,2.4,701+,7.7,701+,21.9,570,13,701+,3.4,701+,1,701+,
1417,1401+,Lucian Blaga University of Sibiu,RO,L,MD,FC,A,3.6,601+,3.2,601+,8.5,701+,1.9,701+,4.1,701+,13.9,687,17,701+,2.9,701+,1.2,701+,
1418,1401+,M.Kh. Dulaty Taraz Regional University,KZ,L,MD,CO,A,7.6,601+,2.7,601+,12,701+,1,701+,3.1,701+,1.1,701+,2.6,701+,6.7,701+,1.1,701+,
1419,1401+,MIREA - Russian Technological University,RU,L,VH,FO,A,5.5,601+,7,601+,6.6,701+,1.4,701+,5.2,701+,1.3,701+,9.5,701+,3.3,701+,1,701+,
1420,1401+,Moscow City University,RU,L,HI,FO,A,7.1,601+,1.9,601+,10.7,701+,1.1,701+,1.9,701+,2.7,701+,2.5,701+,3.3,701+,1,701+,
1421,1401+,Naresuan University,TH,L,MD,FC,A,6.6,601+,2.8,601+,6.6,701+,1.9,701+,2.5,701+,7.3,701+,10.1,701+,1.2,701+,1.7,701+,
1422,1401+,National University of Life and Environmental Sciences of Ukraine,UA,L,VH,FO,A,5.8,601+,3.9,601+,15.8,701+,1.4,701+,3.7,701+,1.2,701+,20,701+,1.2,701+,1,701+,
1423,1401+,"National University of Modern Languages (NUML), Islamabad",PK,L,MD,FO,,7,601+,7.3,601+,5.2,701+,1.5,701+,2.6,701+,3.4,701+,8.1,701+,1.2,701+,1.2,701+,
1424,1401+,Nova Southeastern University,US,L,HI,CO,,2.7,601+,3.5,601+,11.6,701+,2.8,701+,8.9,701+,4.7,701+,13.2,701+,3.9,701+,1.2,701+,
1425,1401+,Pontificia Universidade Católica do Campinas - PUC Campinas,BR,M,MD,CO,C,4.2,601+,3.8,601+,7,701+,2,701+,1.9,701+,1.8,701+,2.3,701+,1.2,701+,1,701+,
1426,1401+,Pontifícia Universidade Católica de Minas Gerais – PUC Minas,BR,XL,HI,FO,B,4.9,601+,4.6,601+,1.9,701+,1.5,701+,9.4,701+,1.9,701+,8.3,701+,1.1,701+,1,701+,
